0,194.0
1,197.0
2,195.0
3,196.0
4,195.0
5,196.0
6,196.0
7,196.0
8,196.0
9,196.0
10,196.0
11,196.0
12,196.0
13,196.0
14,196.0
15,196.0
16,196.0
17,197.0
18,197.0
19,197.0
20,197.0
21,196.0
22,196.0
23,197.0
24,197.0
25,197.0
26,197.0
27,197.0
28,197.0
29,197.0
30,195.0
31,196.0
32,195.0
33,197.0
34,196.0
35,196.0
36,196.0
37,196.0
38,196.0
39,196.0
40,196.0
41,195.0
42,197.0
43,197.0
44,196.0
45,196.0
46,195.0
47,195.0
48,195.0
49,195.0
50,196.0
51,196.0
52,196.0
53,196.0
54,196.0
55,196.0
56,197.0
57,196.0
58,196.0
59,196.0
60,196.0
61,196.0
62,196.0
63,197.0
64,197.0
65,197.0
66,197.0
67,197.0
68,195.0
69,195.0
70,197.0
71,196.0
72,196.0
73,197.0
74,197.0
75,197.0
76,197.0
77,197.0
78,197.0
79,197.0
80,197.0
81,197.0
82,197.0
83,195.0
84,195.0
85,196.0
86,196.0
87,195.0
88,195.0
89,194.0
90,197.0
91,195.0
92,195.0
93,195.0
94,195.0
95,195.0
96,195.0
97,195.0
98,196.0
99,196.0
100,196.0
101,196.0
102,196.0
103,196.0
104,196.0
105,196.0
106,197.0
107,197.0
108,196.0
109,197.0
110,197.0
111,197.0
112,197.0
113,197.0
114,197.0
115,198.0
116,196.0
117,196.0
118,197.0
119,197.0
120,197.0
121,197.0
122,196.0
123,196.0
124,196.0
125,196.0
126,196.0
127,196.0
128,196.0
129,196.0
130,196.0
131,198.0
132,196.0
133,196.0
134,196.0
135,196.0
136,196.0
137,196.0
138,196.0
139,196.0
140,196.0
141,196.0
142,196.0
143,197.0
144,197.0
145,197.0
146,197.0
147,197.0
148,197.0
149,197.0
150,197.0
151,197.0
152,197.0
153,197.0
154,197.0
155,197.0
156,197.0
157,197.0
158,197.0
159,197.0
160,197.0
161,197.0
162,197.0
163,195.0
164,197.0
165,195.0
166,197.0
167,195.0
168,197.0
169,196.0
170,195.0
171,197.0
172,195.0
173,195.0
174,195.0
175,195.0
176,195.0
177,194.0
178,195.0
179,195.0
180,195.0
181,195.0
182,195.0
183,195.0
184,195.0
185,195.0
186,196.0
187,196.0
188,196.0
189,196.0
190,196.0
191,196.0
192,197.0
193,197.0
194,197.0
195,197.0
196,197.0
197,197.0
198,197.0
199,197.0
200,196.0
